id,primary_country,country_freq,article_text
0d57152704e6c219b806188221de965817ea420f,GB,"{'JM': 1, 'US': 5, 'CO': 1, 'GB': 6}","(CNN) -- Following the shootings at Fort Hood, Texas, in November 2009, the attempted car bomb in Times Square in May and a number of other domestic cases, including the recent arrest of a Somali-American teenager in Portland, Oregon, U.S. security agencies are sharply focused on the potential ""radicalization"" of American-Muslims and how to prevent it. Many look across the Atlantic to the experience of Britain. Following the July 2005 attacks on London's transport system, a ""counter-radicalization"" strategy known as Preventing Violent Extremism was introduced. Dubbed Prevent for short, the strategy aims to intervene in the dynamics of Muslim communities to win over hearts and minds and secure allegiance to Western liberal democracy. Prevent has two prongs. First, it seeks to sponsor moderate Muslim organizations to oppose ""the ideology of violent extremism"" (a British government phrase that is deliberately obscure) and promote accommodation with the West. Hundreds of millions of pounds of government funding have been made available to those willing to take on this task. Second, it seeks to profile individuals suspected of drifting toward ""radicalization,"" that is, the adoption of extremist ideas. Through an elaborate system of surveillance involving teachers and youth workers among others, would-be radicals are identified and given counseling, mentoring and religious instruction in an attempt to divert them from their extremist views. Many in Washington tout a Prevent-like program as an essential weapon in what they see as the ""war within,"" the next phase of America's War on Terror. Governments cannot wait, they argue, until terrorist ideas turn into terrorist actions; there has to be some form of intervention earlier in the process to discourage those ideas from circulating. And in a liberal society, where ideas themselves cannot easily be criminalized, something like Prevent is a viable and necessary alternative, they argue. With the U.S. government already dedicating vast resources to profiling would-be extremists and recruiting Muslim groups as homeland security partners, the building blocks of an American version of Prevent are already in place. But in Britain, the harm done by Prevent has far outweighed any advantages. I spent a year researching the effects of Prevent on England's Muslim communities. I got documents detailing the full extent of the surveillance involved and spoke to community leaders, grassroots activists, women and young people. There was overwhelming concern that the policy construed the entire British Muslim population -- roughly two million citizens -- as uniquely and collectively responsible for preventing terrorist incidents. That perception was graphically illustrated by Preventing Violent Extremism funding, which was allocated in direct proportion to the number of Muslims in each local authority area, counted according to the 2001 census (the first to include a question on religion). As it became clear that the program constructed Muslims as a suspect community, more and more of the government's Muslim community partners began to disengage. In addition, sponsoring moderates to promote the government's anti-extremist message meant, in practice, funding religious scholars and imams to advance an official interpretation of Islam. In this way, Prevent involved state intervention in theological debates about the true meaning of religion, a paradoxical violation of the very secular principles that Muslims were otherwise being exhorted to uphold. More generally, the government's search for moderate Muslims often seemed like a search for Muslims who agreed with it, which meant that ""moderate"" Muslims were quite hard to find. The vague language of ""moderate"" and ""extremist"" was easily exploited to silence nonconformist views, whether from an Islamist ideological viewpoint or simply individual opinions about Britain's foreign policy. This in turn undermined precisely the sort of radical democratic dissent that might have been helpful in winning people away from those who said democracy was pointless, particularly as teachers and youth workers were pressured to inform the police of young Muslims expressing radical views. The level of distrust and alienation that Prevent generated among British Muslim communities has by now become clear, leading to the recent announcement of a review of the policy by the new coalition government. But it remains to be seen whether policymakers in London and Washington will interpret Prevent's failures as resulting from the bad implementation of a fundamentally sound idea or as the inevitable product of the program's flawed assumptions. The underlying problem with the Prevent strategy is that it assumes that a democratic government can impose political or religious opinions on its own citizens. In the 21st century, such an approach is bound to backfire. Western governments are right to recognize that political legitimacy is a key asset in countering terrorism. After all, in the majority of cases since 9/11, including the recent Oregon arrest, the original intelligence has come from Muslim communities. But governments will find it easier to gain the allegiance of Muslims if they take democratic principles more seriously when it comes to criticism of their foreign policy and refrain from demonizing whole communities. If, on the other hand, they launch ideological campaigns against a minority among their own citizens, they inevitably conjure memories of the last century's witch hunts of communists and black nationalists. And then any hope of winning hearts and minds is lost. The opinions expressed in this commentary are solely those of Arun Kundnani."
e8823c4169e644d64c5fbafddb3cead0fdc484ae,CA,"{'CA': 2, 'FR': 1, 'DE': 1, 'GB': 1, 'IT': 1, 'JP': 1, 'RU': 1, 'IR': 1, 'KP': 1}","Toronto, Ontario (CNN) -- Police fired tear gas outside a prisoner processing center Sunday in Toronto where groups of people gathered to protest the arrest of G-20 demonstrators, a security spokeswoman said. A total of 604 people have been arrested since the protests broke out June 18, said Constable Tim Garland of the Ontario Provincial Police. At least 253 of those arrests came on Sunday, he said. Canadian Prime Minister Stephen Harper had harsh words for demonstrators who set at least four police cars ablaze and shattered several windows around the city during the weekend's protests. ""We obviously deplore the actions of a few thugs,"" Harper said at the conclusion of the G-20 summit. Some of the detained protesters were released Sunday from the prisoner processing center -- an old film studio converted to a makeshift jail amid the protests -- while others were being held for bail, Ontario Provincial Police Constable Rodney Petroski said. Some of those released emerged in their stocking feet, carrying a bag of their belongings and speaking about the conditions inside the center. Several detainees who had been arrested for ""breach of peace"" told CNN that they weren't given access to legal counsel and were denied blankets and frequent trips to the bathroom outside what they described as 6-foot by 9-foot makeshift cells. Elsewhere, mobs scuffled with police in multiple locations, according to Neda Snyder, a spokeswoman for the Integrated Security Unit. Of the Sunday arrests, 70 took place on one thoroughfare, Bancroft Avenue, she said. There were no reports of serious injuries to either protesters or police, according to the ISU, which said the safety of summit participants was never compromised. ""I do not believe that the individuals bent on vandalism and violence in our city have finished with their intent, so we will remain vigilant,"" Toronto Police Chief Bill Blair said Saturday night. Blair told reporters that packs of disruptive demonstrators infiltrated peaceful protests in order to cause chaos and distract police. ""These criminals rely on the anonymity of hiding in a larger group of the curious and the naive,"" he said. At least four police cars went up in flames and smoke during hours of confrontation, authorities said. Protesters left behind broken windows and graffiti. Blair said police used tear gas after warning a group of protesters ""engaged in acts of destruction"" Saturday. Not all encounters between police and protesters were hostile. At one intersection the crowd danced and chanted, ""You're sexy, you're cute, take off your riot suit!"" More aggressive groups of demonstrators moved from intersection to intersection, trying to circumvent police and get to the security fence protecting the summit meeting. ""The fence is a symbol that they can build a fence and spend a billion dollars on their agenda. The fence is a symbol of what's wrong with this country,"" protester Rolf Gerstenberger said. Authorities said the fence was not breached Saturday. Behind it, world leaders met for an economic summit focusing on recovery from the global financial crisis. Participants agreed on ambitious targets for getting deficits under control, pledging to cut them in half by 2013, according to a final statement made at the conclusion of the conference. This weekend's meetings come on the heels of the two-day G8 summit outside Toronto, where the leaders of the United States, Canada, France, Germany, Britain, Italy, Japan and Russia also focused on recovery from the global economic crisis. The group also made note of other thorny issues in their final statement issued Saturday, singling out Iran and North Korea for criticism. CNN's Jeanne Meserve, Ali Velshi, Rachel Streitfeld and Leslie Perrot contributed to this report."
069eb764fa0ed896043131caf1919d5fc5b4b70a,,{},"(CNN) -- Administrative Professionals Week is coming to a close, and though the term ""secretary"" is fraught with negative meaning for some, there have been stellar examples of efficiency, smarts and loyalty shown by administrative assistants both in real life and on the silver screen throughout the years. From Moneypenny to Holloway, these folks know how to get the job done. What does it take to be a great administrative assistant? Information, operations and human resources management, for a start. Take a look at the gallery above to view famous clerical standouts and their specialties."
4ee07108ccc9a6c5240db999191e84c637c50aaf,MX,"{'MX': 4, 'ET': 1, 'US': 2}","(CNN) -- An FBI webpage quoted an agent calling Mexico's drug cartels more violent than al Qaeda -- a comment sure to grab attention, but which doesn't tell the whole story, the agency said. On its website, the FBI was highlighting a special series of stories on law enforcement challenges along the Southwest border. The report includes a quote from an unidentified senior agent based in El Paso, Texas, who says, ""We think al Qaeda is bad, but they've got nothing on the cartels."" The controversial-sounding comment was just one of point of view that exists on the ground, the FBI said, explaining the remark. ""The quote is the opinion of one FBI agent who lives and works on border violence every day,"" said Special Agent Jason Pack, an FBI spokesman in Washington. ""The FBI does not believe the cartels are any more dangerous than al Qaeda."" According to the FBI report, ""Some areas on the Mexican side of the border are so violent they are reminiscent of the gangster era of Chicago in the 1930s or the heyday of the Mafia's Five Families in New York."" It cites the violent and ruthless tactics of the cartels, using as an example the case of a man known as El Pozolero -- the stew maker -- who is said to have dissolved hundreds of murder victims in acid. Mexico has seen other violent acts that are reminscent of al Qaeda tactics, including the severing of heads and videotaping of kidnap victims. But according to one analyst, comparing one to the other is apples and oranges. ""Obviously, it's a more complex issue than that,"" said Fred Burton, vice president of intelligence at Stratfor, a global intelligence company. ""Reading between the lines here, what they might be trying to say is that clearly the scope of the drug cartels from a geographic perspective is very robust,"" he said. The cartels are very brutal and violent, but they haven't hijacked planes, built complex improvised explosive devices or attacked U.S. vessels, as al Qaeda has, Burton said. The major drug trafficking cartels in Mexico do use terror, however, in their rivalries for smuggling routes to the United States market. In one recent sign of escalation, a device that authorities called a car bomb exploded in Ciudad Juarez, Mexico, killing four. However, Burton said, it wasn't clear whether it was a case of explosives packed into a car, or a carefully rigged car bomb in the true sense of the word, the type of fine deliniation that separates groups like al Qaeda and Mexican drug cartels."
2a035cb90d57e410a588ab2c0ef383569a5680f6,US,{'US': 2},"(CNN) -- A collection of rare ancient Greek coins which has been hidden away for two decades is expected to sell for millions of dollars when it goes up for auction in New York on Wednesday. The Prospero Collection features coins of historical and artistic importance, including one described by an expert as ""a masterpiece of ancient Greek art."" Assembled by a private collector over three decades, from 1960 to 1991, the treasure trove has remained untouched for the past 20 years. After so long out of the spotlight, the coins have attracted serious interest from potential buyers around the world and at recent viewings in the U.S. and the UK. Paul Hill, ancient Greek coin specialist at dealers A. H. Baldwin & Sons, the company behind the sale, said many of the coins were ""miniature works of art."" The most valuable item in the collection is a gold stater featuring the head of a bearded satyr and the figure of a winged griffin, which the auction catalog describes as ""without doubt the greatest ancient Greek gold coin."" Hill said the lot, ""a masterpiece of ancient Greek art,"" had a pre-sale estimate of $650,000 and may eventually go under the hammer for as much as $1 million. He said that while most of the lots were likely to sell to collectors, coins were increasingly being seen as an attractive investment, given the global financial crisis. ""They are of great artistic beauty and historical significance, which makes them more interesting than stocks or shares, and they are tangible and portable, compared to a big estate."" ""Such passion has gone into the collection, and it has been an important part of somebody's life for so long, that there is an element of sadness to see it split up,"" Hill told CNN. ""But it is lovely to see it published together now, for posterity, before it is 'recycled' and finds new homes with new collectors all over the world."" The Prospero Collection will be sold at auction at the Waldorf Astoria Hotel in New York on January 4, 2012."
539283c11817d23dcbc975c27b7ad2107bbd4d94,MM,"{'MM': 10, 'US': 3, 'MY': 2, 'CN': 1, 'LB': 1}","(CNN) -- Myanmar opposition leader Aung San Suu Kyi will stand trial Monday for an incident in which an American allegedly swam across a lake and stayed for two days in her closely guarded residence, where she is under house arrest. Officials in Myanmar say this self-portrait was found on John Yettaw's digital camera. The southeast Asian country's military junta rarely allows visitors to see Suu Kyi, and foreigners are not allowed overnight stays in local households. The government said the presence of the American, John William Yettaw, in the lakeside home violated the conditions of Suu Kyi's house arrest. Yettaw, was charged Thursday on two criminal counts -- entering the country illegally and staying at a resident's home without government permission, according to a spokesman for Suu Kyi's political party. Both charges carry a maximum sentence of five years in prison. Suu Kyi on Thursday was taken to a prison compound near Yangon , where authorities set up a special room for her until the trial, said Nyan Win, spokesman for her National League for Democracy party. The government detained her at the Insean Prison compound under Section 22 of the country's legal code, a law against subversion of government, Nyan Win said. If convicted, Suu Kyi could face three to five years in prison. U.S. Secretary of State Hillary Clinton called for the immediate release of Suu Kyi on Thursday. ""I am deeply troubled by the Burmese government's decision to charge Aung San Suu Kyi for a baseless crime,"" Clinton said at the State Department in Washington, referring to Myanmar by its former name of Burma.  Watch former U.S. president Jimmy Carter talk about Aung San Suu Kyi » . ""We oppose the regime's efforts to use this incident as a pretext to place further unjustified restrictions on her. We call on the Burmese authorities to release her immediately and unconditionally, along with her doctor and the more than 2,100 political prisoners currently being held."" The junta changed the nation's name, and changed the capitol's name from Rangoon to Yangon, when it seized control of the country. Political dissidents and nations including the United States have refused to acknowledge those changes and still use the old names. Clinton was speaking at a question-and-answer session with the visiting foreign minister of Malaysia, and Clinton said she was raising the issue of Suu Kyi's arrest with Malaysia and the other members of the Association of Southeast Asian Countries. She said the United States also will raise the issue with countries like China. The timing of her detention raised suspicion among Suu Kyi's supporters, who said the government's action Thursday is an excuse to extend her house arrest, set to expire this month. ""This is the cunning plan of the regime to put Daw Aung San Suu Kyi in continuous detention beyond the six years allowed by the law they used to justify the detention of her,"" said the U.S. Campaign for Burma, a pro-democracy group fighting for her release. ""Daw"" is an honorific. Rights group Amnesty International said the junta was reacting to a decision last year by the United Nations' Working Group on Arbitrary Detention that ruled her house arrest illegal both domestically and internationally. Suu Kyi's lawyer, U Kyi Win, blamed the Nobel Peace Prize laureate's prison detention on Yettaw. Some initial reports out of Myanmar spelled his name differently: Yeattaw. Local media said the 53-year-old former military serviceman from Falcon, Missouri, swam almost 2 miles across Inya Lake on May 3 and sneaked into Suu Kyi's home. Police maintain a round-the-clock presence outside the house, and swimming in the lake is forbidden. A neighbor of Yettaw's in Falcon, Mike Assell, described him as someone who was friendly but did not actively participate in community activities.  Watch Yettaw's neighbor describe him » . ""I think he wasn't really afraid to talk to folks, but he really was not outgoing and went out of his way to stop and talk too much,"" Assell said. ""He has his own -- I don't know if agenda's the right word -- he has his priorities and he is working toward those."" Public records yielded little about Yettaw, a father of seven. At one point, he owned a construction company. And he lost a 17-year-old son to a motorcycle wreck in Lebanon, Missouri, in 2007. Yettaw appeared in court Thursday along with Suu Kyi and two of her assistants, party spokesman Nyan Win said. A U.S. Embassy official met with Yettaw on Wednesday for three minutes, the first since his arrest. He appeared to be doing well, the embassy said. On Thursday, Myanmar officials were expected to charge Yettaw with immigration violations. But the charges had not been announced. Yettaw entered Suu Kyi's house once before, in 2008, the U.S. Campaign for Burma said. She refused to meet with him, and this time, she spoke to him only long enough to tell him to leave, it said. Reports from news outlets affiliated with the military junta said Yettaw confessed to the 2008 visit and said he had stayed for a longer period then. This time, the reports said, Yettaw met Suu Kyi's two housekeepers, a mother and daughter who are her only permitted companions. Yettaw, a diabetic, apparently told the women he was tired and hungry after his swim. They offered him food, the newspapers said. The housekeepers also were charged under Section 22 on Thursday. Yettaw was arrested while swimming away from the house. Authorities said he told officials he was visiting Yangon on a tourist visa and was staying at a hotel when he swam across the lake with a 5-liter water bottle, presumably to use as a float. Authorities found a U.S. passport, a backpack, a flashlight, a pair of folding pliers, a camera and money on him, local reports said. The Myanmar-language Web site tharkinwe.com published two photos that officials said they found on Yettaw's digital camera. One showed a middle-aged man posing in front of a mirror for a self-portrait. The other was a picture of a pair of feet with flippers on them. Assell, the neighbor, said the man in the picture was Yettaw. Suu Kyi's party said Yettaw's appearance at the house confirms security concerns the leader has voiced to the government. ""This is a political issue, not a criminal issue,"" said Nyan Win, the spokesman. ""She has done nothing wrong."" Suu Kyi, 63, rose to global prominence during protests in the country in 1988. She was first detained in 1989 and has been under house arrest for 13 of the past 19 years. In 1990, her party won the general elections, which the ruling military junta did not recognize. The following year, she won the Nobel Peace Prize. Myanmar's government has scheduled elections for next year that it says will lead the nation toward democracy. Human-rights organizations have said the vote will merely extend military rule in the nation. CNN's Katherine Wojtechi, Kocha Olarn, Saeed Ahmed and Geraldine McBride contributed to this report."
5627622c101d1256786eff78104317359c406263,US,{'US': 1},"Los Angeles, California (CNN) -- A porn actor, who was accused of killing a coworker with a sword, died after falling off a cliff Saturday when police used a stun gun to subdue him. Police said Stephen Clancy Hill attacked three coworkers with a samurai-style sword at the scene of a pornographic film shoot on Tuesday. One of the men later died. When police caught up with Hill on Saturday, he kept them at bay for eight hours atop a cliff in West Hills, said Officer Bruce Borihanh. To take Hill into custody, officers used their stun guns on him - at which point he fell, Borihanh said. Police said Hill jumped, but also added it was unclear what caused his death. On Tuesday night, West Valley police were called to a home on Hayvenhurst Avenue following reports of an assault with a deadly weapon. The home was being used to make pornographic films, but shoots had ended for the day. Authorities said Hill was at the house, socializing with some coworkers. Then, without provocation, Hill grabbed a sword -- typically used as a prop -- and attacked one of the men, police said. When two men tried to intervene, Hill attacked them too, police said. He then left the scene, and eluded police -- until they spotted him Saturday. CNN's Karan Olson contributed to this report ."
e1e7d4de4950a8b06da814ce478b9cb7e06465af,SY,"{'SY': 12, 'TR': 1}","(CNN) -- A mysterious blast ripped through a busy Turkish customs gate on the border with Syria on Monday, killing at least 13 people and wounding dozens, the Turkish government said. Deputy Prime Minister Bulent Arinc, chief spokesman for the government, said a minivan traveling from Syria to Turkey exploded. He declined to call it a terrorist attack, saying the investigation was still ongoing. ""The type of explosive could not be determined as of this time,"" Arinc said. ""In situations like this all possibilities are considered."" There is no question, however, that this was one of the deadliest blasts to hit Turkey in years. ""It's like hell. People are injured,"" said a Turkish smuggler who asked to use only the name Gokmen because of the illicit nature of his work. He said he was on the Syrian side of the sprawling border terminal when he heard the blast. Security Council condemns Syria's attack on Turkey . Amateur video of the explosion aftermath showed bystanders running amid scattered shrapnel, burned-out cars and ambulances, screaming in panic and pain. Bystanders carried a bleeding man from smoking wreckage near the traffic booths where Turkish border officials normally processed transiting cars and cargo trucks. Turkey and Syria: Why neither side wants war . ""My house is two kilometers (about a mile and a quarter) away from the border ... but the blast was powerful enough that we heard it,"" Mahmut Iri, the mayor of the Turkish border town of Cilvegozu, said in a phone call with CNN. Iri said the explosion hit the last Turkish border gate before Syrian territory. ""I know for a fact that two of the people who died were Turks,"" Iri added. Turkish president: ''Worst-case scenario' in Syria becoming reality . Syrian rebels first overran the Syrian border gate at Bab el Hawa last summer, flushing out government forces after days of fighting. Within several months, Turkey was allowing vehicles through the border gate to rebel-controlled Syria. Turkish officials have not yet commented on the cause of the deadly blast. Over the past 22 months, fighting has frequently spilled over Turkey's 900-kilometer (560-mile) border with Syria. In October, five Turkish civilians were killed when Syrian troops shelled the Turkish border town of Akcakale. And in June, Syrian anti-aircraft fire brought down a Turkish military reconnaissance jet over the Mediterranean Sea. When fighting erupts across the border, Turkish authorities periodically close schools that are close to Turkish territory. In recent months, the NATO military alliance has responded to a Turkish government request for assistance by deploying Patriot missile batteries around major cities close to the Syrian border. Hundreds of American, German and Dutch troops have been sent to Turkey to operate the Patriots, which the Turkish government says are designed to protect Turkey from the threat of Syrian ballistic missiles. On February 1, a suicide bomber attacked the entrance to the U.S. Embassy in Turkey's capital, Ankara, killing a Turkish guard and seriously wounding a Turkish journalist. A violent leftist group called the Revolutionary People's Liberation Party-Front, or DHKP-C, claimed responsibility for the attack. In a rambling online manifesto, the group said one of the reasons the U.S. Embassy was targeted was to stop what it called American imperialist plans to colonize Syria and Turkey. Fighting inside Syria . Meanwhile, Syrian rebels claimed to have captured Syria's largest man-made dam on Monday. ""The Free Army took control of the city of Tabqa and the Euphrates (Tabqa) Dam,"" the opposition Media Center in Tabqa announced in an online posting. Turkey to Syria: Don't send arms through our airspace . ""If clashes will happen, this will cause big damage and the whole area will drown and many places will lose electricity."" CNN could not independently confirm claims that the dam had been captured. The Syrian government did not respond to opposition claims that its forces had lost control of the dam. The Tabqa Dam was completed in the 1970s with the help of thousands of Syrian and Soviet workers. It houses a hydroelectric power station. The dam sits at the end Assad Lake, a man-made reservoir on the Euphrates River named after the father and son who have ruled Syria for the past four decades. Opposition groups distributed videos of Syrian rebels seizing caches of weapons and ammunition from positions once held by Syrian security forces. They also showed video of what appeared to be the dam itself, towering over the surrounding countryside."
3b5f210ba2e9e27453f33ba89af3c52a6bc0bf40,GB,{'GB': 1},"(Financial Times) -- The increasing amount of personal information that can been gleaned by computer programs that track how people use Facebook has been revealed by an extensive academic study. Such programmes can discern undisclosed private information such as Facebook users' sexuality, drug-use habits and even whether their parents separated when they were young, according to the study by Cambridge university academics. In one of the biggest studies of its kind, scientists from the university's psychometrics team and a Microsoft-funded research centre analysed data from 58,000 Facebook users to predict traits and other information that were not provided in their profiles. The algorithms were 88 per cent accurate in predicting male sexual orientation, 95 per cent for race and 80 per cent for religion and political leanings. Personality types and emotional stability were also predicted with accuracy ranging from 62-75 per cent. Facebook declined to comment. The study highlights growing concerns about social networks and how data trails can be mined for sensitive information, even when people attempt to keep information about themselves private. Less than 5 per cent of users predicted to be gay, for example, were connected with explicitly gay groups. Michal Kosinksi, one of the report's authors, told the Financial Times that the university's techniques could easily be replicated by companies to infer personal attributes a person did not wish to share, such as sexual orientation or political views: ""We used very simple and generic methods. Marketing companies and internet companies could spend much more time and resources, and hence get much higher accuracy than we did."" Last week , the EU agreed to water down proposals for a radical overhaul of data privacy regulation. The move reflects governments' reluctance to impede internet businesses that might spur economic growth, and follows fierce lobbying from technology companies including Facebook and Google. Personal data has become big business. Wonga, the UK online lender, makes credit judgments within seconds based on thousands of pieces of information, including an applicant's Facebook profile. Tesco, the supermarket chain, this month started to use its customers' shopping histories to sell targeted online advertising. The report also revealed some unexpected correlations -- such as people who liked 'curly fries' having higher IQs, while those who like Facebook's ""Sliding on Floors With Your Socks On"" page were unlikely to use drugs. Mr Kosinski said, however, that the study was not designed to discourage online sharing: ""I would discourage people from abstaining from the technology -- the milk is to some extent already spilt and there's a lot of information about you online anyway. I would suggest raising privacy settings and exerting consumer pressure by trying to use the services that are protecting your privacy best."" © The Financial Times Limited 2013 ."
5ae5b366ce5832f685ac897b61ae5a04627c7cbb,LB,"{'LB': 2, 'ET': 1, 'ZA': 1}","Beirut, Lebanon (CNN) -- Searchers have found the flight data recorder from an Ethiopian Airlines plane that crashed Monday with 90 people aboard, the Lebanese army said Thursday. The data recorder, commonly called a black box, was found at a depth of about 1,300 meters in the Mediterranean Sea. The recorder had not yet been retrieved, the army said. The Boeing 737-800, carrying eight crew members and 82 passengers, crashed into the sea after takeoff from Lebanon early Monday. At least 14 bodies had been recovered from the crash of the airliner, which was bound for the Ethiopian capital, Addis Ababa, officials said. The plane crashed about 3.5 kilometers (2 miles) west of the town of Na'ameh, which is 15 kilometers (9 miles) south of Beirut. Government-owned Ethiopian Airlines is one of the largest carriers in Africa, serving Europe and three other continents. CNN's Nada Husseini contributed to this report."
85716fc0ce68ba7eb8a6a49334b28ea879763708,US,"{'US': 2, 'VN': 1}","(CNN)  -- Responding to President Obama's State of the Union comments about the ""deep and corrosive doubts about how Washington works,"" House Speaker Nancy Pelosi said that ""the American people don't care about process."" Yet Americans have indicated that they are quite unhappy with how their government is working. According to a recent NBC News/Wall Street Journal poll, only 28 percent of those polled believe that the federal government is ""working well,"" while seven out of 10 believe that the ""unhealthy"" government is in need of reform. Almost 93 percent said there was too much partisanship; 84 percent said special interests had excessive power. We must always take these kinds of poll numbers with a grain of salt. Polls frequently show that Americans do not like how their government works, especially Congress. The U.S. is a country that has always expressed strong distrust of government. There have been a few exceptional periods, like the progressive era or the 1960s and 1970s, when this frustration turns into a concerted movement for government reform. During the 1960s and 1970s, liberal Democrats and Republicans concluded that much of their policy agenda would be impossible to achieve if the political process did not change. They perceived Vietnam and then Watergate as the outgrowth of deep flaws in how our government worked. During the 1970s, they were able to pass a series of significant reforms, such as a campaign finance system that included public funds for presidential campaigns and contribution limits. Reforms opened up more of the political process through sunshine laws and retrenched the power of the senior committee chairmen in Congress who had usually done as they pleased, ignoring the will of the majority. Ethics laws regulated the behavior of executive and legislative branch. Even the sacrosanct filibuster underwent an overhaul in 1975: The Senate lowered the number of required to end a filibuster from two-thirds of the Senate, 67; to three-fifths, 60. Many of the reforms did not work, some had unintended consequences, and others were gradually unraveled. But substantive reform was possible and, for a moment, changed the way that politics as usual worked. In addition to diminishing citizens' trust in government, the flaws of the political process constrain and limit what kinds of policies are even possible. If President Obama, Democrats and Republicans are serious about building trust among citizens and creating a more productive political process, they should work together to do something about it. If Washington is serious about reforming the political process, three specific areas deserve immediate attention. Filibuster reform: The 60-vote supermajority Senate has become dysfunctional. Both parties have expressed frustration with their inability to move legislation through the process. Both parties have used the filibuster as a normal tool of procedural warfare. Because of the rampant use of the filibuster since the 1960s, senators expect that 60 votes are now required on almost every piece of legislation. Reform can happen again. One option would be to switch to a majority-based system in which 51 votes can end debate. Another, more feasible, option would lower the number of senators required for cloture to 55. To improve the political prospects for any change, some observers have suggested that any reform would not take effect until after the 2012 election. Making it easier to end a filibuster is one of the most important concrete steps that Congress could take to actually diminish partisanship. The sources of partisanship are deep-rooted and hard to change. But filibuster reform would disarm both parties by weakening or removing one of their most powerful weapons. Campaign finance reform: A recent Supreme Court decision eliminated many of the barriers to corporate donations and third-party advertising. The power of private money in campaigns has been a huge political issue for over a century. Because politicians depend on interest group support to obtain funds for their campaigns, they constantly find themselves constrained when it comes to making policy. The influence of private money also diminishes public trust in government. Every story about another lobbyist like Jack Abramoff confirms their worst fears about corruption. It is not difficult to understand why Congress has crafted a health care bill that avoids making any huge changes to the basic infrastructure of the health care industry. According to The New York Times, citing the Center for Responsive Politics, the health care and insurance industry spent at least $648 million on lobbying in 2009 -- and 20 percent of the year-end reports were not in yet. Pharmaceutical companies spent about $245 million, which the Times said was more than any other single industry has ever spent lobbying on behalf of any issue. Several changes have been discussed in recent years. The administration has talked about placing certain kinds of fund-raising restrictions on companies that do business with the government. A second proposal is to build on local and state reforms by providing matching public funds to candidates who raise a certain minimum of private donations. In the end, offering an alternative source of funds to candidates and parties is the only way to change the system, or candidates will be forced to keep going back to the well of interest group money. Congressional earmarks and tax breaks: Pork-barrel politics is as American as apple pie. But in recent decades, the system by which legislators pass appropriations targeted to key interests has become pervasive. Legislators are comfortable putting provisions that are tailor-made for lobbyists or particular interests into bills. These earmarks are not subject to hearings or oversight. The use of earmarks by Senate Democrats to close the health care legislation that passed last month made the public uneasy. The other way in which Congress distributes hidden benefits is through tax breaks. During the 1960s, reformers named these ""tax expenditures"" to convey the point that the government essentially spends money by forgiving certain groups of their obligation. We have not had a major tax reform initiative since 1986. The time has come to clean out the tax code once again and reduce the number of provisions that are in the law. There is also bipartisan support for reforms that would limit the use of earmarks by legislators and make certain that they are fully disclosed upon being requested. Although voters tend to be more interested in bread-and-butter issues, as well as questions about war and peace, there are a few exceptional moments when public anger about the political system becomes so intense that we enter into a period of substantive reform. We might be reaching one of those points, but in the end it will require the initiative of the president and congressional leaders to make sure that calls for reform are not just empty rhetoric. The opinions expressed in this commentary are solely those of Julian Zelizer."
daca5f6d77e04660c2370bea459824b299cb7ea5,US,"{'US': 2, 'KP': 1, 'IL': 1}","(CNN) -- Famed evangelist Billy Graham, 92, was being treated Wednesday at an Asheville, North Carolina, hospital for pneumonia following an overnight health episode, according to a spokesman. Graham was in good spirits and humor and signed all admission forms, spokesman A. Larry Ross said. Initial pulmonary testing suggested pneumonia, and further tests showed Graham's heart was normal, Mission Hospital said. The minister, who lives in nearby Montreat, North Carolina, was reported to be in stable condition and fully alert. He was receiving antibiotics. No date was set for Graham's release, but Ross said he hopes it will be soon. Graham had episodes of sweating and coughing overnight, according to Ross. The evangelist had a slight fever and difficulty breathing, but was not believed to be in an acute situation. The founder of the Billy Graham Evangelistic Association has preached to millions over six decades, and has provided counsel to generations of U.S. presidents, beginning with President Harry S. Truman. Graham's son, Franklin, was on a humanitarian mission in North Korea for Samaritan's Purse, a relief and evangelism organization. Franklin Graham leads the evangelistic association and was not expected to return home because of his father's illness. Daughter Anne Graham Lotz will continue a missionary trip to Israel, Ross said. The pastor expressed appreciation to the medical staff and hospital and had a large lunch because he missed breakfast, Ross said. Billy Graham has been hospitalized or treated for several ailments over the years, including head surgery, a fall, intestinal bleeding, prostate cancer and Parkinson's disease. According to Ross, Graham has remained in good health overall. Age-related conditions -- including macular degeneration and hearing loss -- have kept Graham at home in recent years, but the evangelist is involved in writing projects, including a manuscript for a book about aging, Ross said. Graham's wife, Ruth Bell Graham, died in 2007. CNN's Anna Rhett Miller contributed to this report."
